ID,Photo,Title,Brand,Price,URL,Currency,Item_Date,Colors,Materials,Styles,Categories
5342593335,https://images1.vinted.net/t/04_008b4_MnwLapsGfC1r7ezBDuF5zhpw/f800/1730978937.jpeg?s=595664db9fae04a885c4989c67a40f88b5447581,Vintage oversized Hemd,Vintage Love,10.0,https://www.vinted.de/items/5342593335-vintage-oversized-hemd,EUR,2024-10-31,,,,
5342593410,https://images1.vinted.net/t/04_01b0a_xRp6Jd3hBjurE7q9odxSGVAs/f800/1730978938.jpeg?s=31ca97739d6cf417c016c2e895aa9975c15abf24,Creme-farbenes Oberteil Zara,Zara,6.0,https://www.vinted.de/items/5342593410-creme-farbenes-oberteil-zara,EUR,2024-10-31,,,,
5342593363,https://images1.vinted.net/t/03_003d9_PiPj11D6hSNXV5DqhJXmj8bM/f800/1730978938.jpeg?s=beab3bce65b8bdc370fe9174c4e4160f5c6d69cd,Lässige Strickjacke,C&A,10.0,https://www.vinted.de/items/5342593363-lassige-strickjacke,EUR,2024-10-31,,,,
5342593390,https://images1.vinted.net/t/02_00b39_TnLS6CvRNwN6P7FC1DmNqDgG/f800/1730978938.jpeg?s=7d8fa59d20d632625a843c15a3be5e1c89a5fb6c,Maison Margiela Longsleeve,MM6 Maison Margiela,43.0,https://www.vinted.de/items/5342593390-maison-margiela-longsleeve,EUR,2024-10-31,,,,
5342593360,https://images1.vinted.net/t/04_02643_YeVc5jjykReSUkaKM4V6MPW4/f800/1730978938.jpeg?s=b6ae4b1d3c7f08d90b245ca2e0389252ee64306b,"Set/ beige, braun",DopoDopo,4.0,https://www.vinted.de/items/5342593360-set-beige-braun,EUR,2024-10-31,,,,
5342593186,https://images1.vinted.net/t/03_0037b_wnnT9WUejq6rxteoyZiQmKJ2/f800/1730978935.jpeg?s=995e66954ad68ee3b784cf420bec69ea769d1faf,Tolle Trage von Ruckeli,Ruckeli,50.0,https://www.vinted.de/items/5342593186-tolle-trage-von-ruckeli,EUR,2024-10-31,,,,
5342593439,https://images1.vinted.net/t/04_01056_ZniWUzqsEW5WTyxHDM1CsWtJ/f800/1730978939.jpeg?s=34df0a8b02eb026c41a33472d34dbb6281b862cb,Langarmbody von H&M,H&M,3.0,https://www.vinted.de/items/5342593439-langarmbody-von-hm,EUR,2024-10-31,,,,
5342593307,https://images1.vinted.net/t/03_00a56_hVCtDkGSqEUKcdrzRXzEVyr2/f800/1730978937.jpeg?s=36f91d1c9bc11b5fa594f377945adf45f7001f5f,Stiefeletten Damen Größe 41,Anna Field,15.0,https://www.vinted.de/items/5342593307-stiefeletten-damen-grosse-41,EUR,2024-10-31,,,,
5342593126,https://images1.vinted.net/t/01_02578_NhZpPqaf74hjThApfVkU41Ws/f800/1730978935.jpeg?s=c97ae9025ad76480f2b48269ba1a3048f9f0589a,"Tolle Sandalen, Espadrilles, Gr. 28, Blau, Bunt, Regenbogen",Next,15.0,https://www.vinted.de/items/5342593126-tolle-sandalen-espadrilles-gr-28-blau-bunt-regenbogen,EUR,2024-10-31,,,,
5342593249,https://images1.vinted.net/t/03_01dd4_47GupTEKgG3uFvtzc4QRwhW2/f800/1730978936.jpeg?s=af558204f93b836a2c2d92a0ca3a4edfe4275304,Jogginganzug,Sonstiges,6.0,https://www.vinted.de/items/5342593249-jogginganzug,EUR,2024-10-31,,,,
5342592902,https://images1.vinted.net/t/04_020c7_TQFdGTJz3Y9QRBchEphgRm3n/f800/1730978933.jpeg?s=fd32508c5a2189a3d87907ddf415631463a3c455,"Nike Zoom Running hellgrün gr. 40,5",Nike,39.0,https://www.vinted.de/items/5342592902-nike-zoom-running-hellgrun-gr-405,EUR,2024-10-31,,,,
5342593211,https://images1.vinted.net/t/03_00397_6bq8UbJBAYcKTJvJsZRvDqpL/f800/1730978936.jpeg?s=7b13dfcacd22d5d664afdad93546fddba77bf68c,"Disney Prinzessin ""Vaiana"" Puppe",Disney,10.0,https://www.vinted.de/items/5342593211-disney-prinzessin-vaiana-puppe,EUR,2024-10-31,,,,
5342593083,https://images1.vinted.net/t/04_0095d_16qMrdznsLjyrh3MMqVs9jtM/f800/1730978934.jpeg?s=25765c35c0c9bb878a88ea96dfc732e93f8d50b6,"Bluse Gr. 36, Bonita",Bonita,10.0,https://www.vinted.de/items/5342593083-bluse-gr-36-bonita,EUR,2024-10-31,,,,
5342593171,https://images1.vinted.net/t/04_005eb_pzN8aDiP7oj1DUgppJELg8h8/f800/1730978935.jpeg?s=85486f7b9a2176103e41f76fcb0ea607088c8516,handbag,,15.0,https://www.vinted.de/items/5342593171-handbag,EUR,2024-10-31,,,,
5342593101,https://images1.vinted.net/t/04_010af_8qpaGL9N8gbT8idhjQcxRZy2/f800/1730978935.jpeg?s=28da0f0e3432bd8c0c6bea2aa0a468175987adf2,Rot leggins Next rüschen,Next,4.0,https://www.vinted.de/items/5342593101-rot-leggins-next-ruschen,EUR,2024-10-31,,,,
5342593160,https://images1.vinted.net/t/02_02484_UrNU2PmmQc7bAFVAcv21fYbL/f800/1730978935.jpeg?s=f8ddccadda0b1230a2deac5405d5dbde23deef5b,Fruchtsauger,Sonstiges,2.5,https://www.vinted.de/items/5342593160-fruchtsauger,EUR,2024-10-31,,,,
